,위도,경도,고도,지형유형,도로거리,토양 pH,전기전도도,y
488,35.164076,128.30578,27.86131859,평지,102.0,5.9,0.8,1
489,35.140614,128.29237,65.70996094,산림,194.0,6.0,0.6,1
490,35.162838,128.28827,21.26455688,평지,168.0,6.0,0.6,1
491,35.192754,128.3227,60.25818253,산림,1007.0,5.9,0.8,1
492,35.190933,128.25819,9.71630764,평지,632.0,5.8,1.0,1
493,35.222747,128.34473,74.24674988,산림,115.0,5.9,1.1,1
494,35.245976,127.88676,115.9015045,산림,291.0,5.9,0.9,1
495,35.228906,127.93018,94.52680206,산림,40.0,6.0,0.8,1
496,35.202215,127.82352,193.249527,산림,1136.0,5.9,0.9,1
497,35.235322,127.82705,262.0705566,산림,42.0,5.9,0.5,1
498,35.236343,127.80059,204.0789795,산림,574.0,5.9,0.5,1
499,35.13547,128.11902,29.0,평지,261.0,5.8,0.8,1
500,35.142246,128.05396,40.13414383,평지,54.0,7.6,0.5,1
501,35.181525,128.05863,33.5634613,평지,696.0,6.0,1.2,1
502,35.18489,127.83131,152.2584534,산림,462.0,5.9,0.9,1
503,35.205601,128.01809,75.51616669,산림,226.0,5.8,0.8,1
504,35.240722,128.02807,45.07617188,평지,397.0,6.0,1.2,1
505,35.239354,128.01314,57.90215302,산림,967.0,6.0,1.2,1
506,35.239354,128.01314,57.90215302,산림,967.0,6.0,1.2,1
507,35.147753,127.99395,41.57195663,평지,14.0,6.2,0.5,1
508,35.132771,127.88869,150.0881958,산림,6.0,6.2,0.5,1
509,35.183331,127.94725,57.5253067,산림,365.0,6.0,0.8,1
510,35.199044,128.19425,119.2734833,산림,382.0,5.8,0.6,1
511,35.27902,128.43462,13.7887764,평지,28.0,5.8,0.6,1
512,35.327792,128.46248,18.37051773,평지,100.0,6.2,1.2,1
513,35.327792,128.46248,18.37051773,평지,100.0,6.2,1.2,1
514,35.290891,128.477,79.89431,산림,78.0,5.2,0.6,1
515,35.314849,128.44587,58.0,산림,495.0,5.8,0.6,1
516,35.34153,128.4907,9.62370491,평지,514.0,5.7,1.5,1
517,35.368425,128.37986,26.88243484,평지,453.0,5.4,0.7,1
518,38.151753,127.46409,435.9935303,산림,490.0,5.8,1.6,1
519,38.14931,127.3965,341.5369568,산림,1065.0,5.8,1.2,1
520,36.980484,127.99495,206.259903,산림,160.0,5.8,1.2,1
521,36.956001,127.98547,326.1271057,산림,1702.0,5.8,1.2,1
522,36.917013,127.88626,157.0618896,산림,426.0,6.0,0.8,1
523,36.956001,127.98547,326.1271057,산림,1702.0,6.2,0.8,1
524,36.980484,127.99495,206.259903,산림,160.0,6.2,0.8,1
525,36.991317,127.92309,83.49991608,산림,231.0,6.2,0.8,1
526,36.906701,127.94564,175.2346649,산림,249.0,6.1,0.5,1
527,35.282935,128.45078,69.15550995,산림,34.0,5.8,0.6,1
528,35.282935,128.45078,69.15550995,산림,34.0,5.8,0.6,1
529,35.258119,128.45356,36.38689804,평지,192.0,5.8,0.6,1
530,35.264733,128.55099,76.32569122,산림,60.0,5.8,0.2,1
531,35.264733,128.55099,76.32569122,산림,60.0,5.8,0.2,1
532,35.266933,128.5593,101.9212952,산림,409.0,5.8,0.2,1
533,35.312652,128.54976,87.63381958,산림,166.0,5.2,0.6,1
534,35.30054,128.5379,54.41524124,산림,81.0,5.2,0.6,1
535,36.929496,127.9565,190.5075073,산림,108.0,6.1,0.5,1
536,35.350681,128.54686,77.06990814,산림,781.0,5.8,0.9,1
537,35.176671,128.71799,143.4248352,산림,223.0,5.4,0.2,1
538,35.190096,128.73213,177.5661621,산림,267.0,5.4,0.2,1
539,35.222218,128.73268,165.4433289,산림,63.0,5.9,0.2,1
540,35.37008,128.51345,5.261163712,평지,567.0,5.8,0.9,1
541,35.034427,128.82677,72.78966522,산림,527.0,6.5,2.5,1
542,36.950972,127.96005,277.6707458,산림,81.0,6.2,0.8,1
543,36.760404,128.11518,304.6111145,산림,344.0,6.3,1.0,1
544,37.896237,127.13659,254.4380341,산림,235.0,6.5,0.6,1
545,37.998939,127.22916,75.79180145,산림,243.0,5.9,0.9,1
546,35.06641,129.06876,56.58211136,산림,685.0,6.1,0.8,1
547,35.06641,129.06876,56.58211136,산림,685.0,6.1,0.8,1
548,37.847725,126.85216,67.22238159,산림,286.0,6.0,0.8,1
549,37.847725,126.85216,67.22238159,산림,286.0,6.0,0.8,1
550,35.226559,128.80443,53.40254211,산림,135.0,6.0,0.7,1
551,35.144976,128.84544,3.598831415,평지,497.0,6.5,2.5,1
552,35.163542,128.81114,90.66984558,산림,378.0,6.2,1.1,1
553,35.174618,128.84633,36.15806198,평지,84.0,6.2,1.1,1
554,35.188439,128.77109,137.3205719,산림,2610.0,6.2,1.1,1
555,35.240475,128.83606,1.776734233,평지,280.0,6.0,0.7,1
556,35.226559,128.80443,53.40254211,산림,135.0,6.0,0.7,1
557,35.226559,128.80443,53.40254211,산림,135.0,6.0,0.7,1
558,35.034427,128.82677,72.78966522,산림,527.0,6.5,2.5,1
559,37.894868,127.18582,134.7811127,산림,332.0,5.9,0.7,1
560,36.969823,128.28759,247.5743408,산림,681.0,6.8,0.1,1
561,36.955116,128.2975,179.1899109,산림,241.0,6.8,0.1,1
562,36.840458,128.35576,495.8426208,산림,591.0,6.4,0.1,1
563,36.812762,128.04376,487.4789429,산림,640.0,5.9,0.3,1
564,36.851699,128.02502,328.6867371,산림,105.0,6.0,0.5,1
565,36.783755,127.94292,167.9979095,산림,216.0,5.9,0.3,1
566,36.776811,127.96213,197.129425,산림,221.0,5.9,0.3,1
567,36.809064,127.89589,294.7993469,산림,399.0,5.8,0.5,1
568,36.77922,127.99432,264.2042236,산림,108.0,5.9,0.3,1
569,36.851699,128.02502,328.6867371,산림,105.0,6.0,0.5,1
570,36.81382,127.94297,289.1625671,산림,278.0,5.9,0.5,1
571,36.845099,127.95492,162.7526855,산림,335.0,5.9,0.5,1
572,36.902248,127.85099,182.042038,산림,503.0,5.7,0.4,1
573,36.978733,127.8207,76.75511169,산림,369.0,6.0,0.8,1
574,36.804059,128.2542,474.5767517,산림,210.0,6.1,0.2,1
575,36.848923,128.35136,436.9920654,산림,2209.0,6.4,0.1,1
576,36.783755,127.94292,167.9906158,산림,216.0,5.9,0.3,1
577,35.586378,128.4055,15.99697304,평지,130.0,5.5,1.0,1
0,35.858086,128.820529,75.2512741088867,산림,229.0,6.1,0.8,1
1,35.857747,128.816215,67.0065689086914,산림,292.0,6.1,0.8,1
2,35.78927,128.487113,71.897819519043,산림,793.0,5.9,0.6,1
3,35.793594,128.49197,55.3162956237793,산림,168.0,5.9,0.6,1
4,36.743152,128.706847,210.108840942383,산림,142.0,6.0,0.3,1
5,35.795227,128.488469,44.7167816162109,평지,270.0,5.9,0.6,1
6,35.795088,128.488592,47.5754165649414,평지,270.0,5.9,0.6,1
7,36.447356,127.756281,149.136138916016,산림,504.0,5.9,0.3,1
8,35.790363,128.4869,56.044116973877,산림,793.0,5.9,0.6,1
9,35.756241,128.503748,130.342742919922,산림,199.0,6.2,3.2,1
10,35.756269,128.503781,130.621337890625,산림,199.0,6.2,3.2,1
11,35.756226,128.503776,130.661926269531,산림,199.0,6.2,3.2,1
12,35.795114,128.488396,46.2092399597168,평지,270.0,5.9,0.6,1
13,35.794636,128.488296,51.2724266052246,산림,270.0,5.9,0.6,1
14,35.709562,128.042564,388.755187988281,산림,256.0,5.8,0.5,1
15,36.74337,128.706714,213.895355224609,산림,708.0,6.0,0.3,1
16,36.194353,127.334107,234.079391479492,산림,627.0,5.8,0.3,1
17,36.195103,127.334611,228.997619628906,산림,627.0,5.8,0.3,1
18,36.194602,127.334109,233.55973815918,산림,627.0,5.8,0.3,1
19,36.225924,127.368349,184.606643676758,산림,407.0,6.1,0.7,1
20,35.92399,128.664708,135.909744262695,산림,198.0,5.8,0.8,1
21,36.000892,128.426073,34.8733520507813,평지,239.0,6.4,2.7,1
22,36.225913,127.368412,184.314056396484,산림,407.0,6.1,0.7,1
23,35.917526,128.516694,74.7022476196289,산림,435.0,6.0,2.0,1
24,35.917783,128.517243,92.7709884643555,산림,435.0,6.0,2.0,1
25,35.308311,129.066317,134.416839599609,산림,75.0,5.8,0.5,1
26,35.795169,128.488233,46.6145782470703,평지,270.0,5.9,0.6,1
27,36.796467,126.254223,14.1870718002319,평지,75.0,6.1,0.6,1
28,35.795083,128.48828,47.4093704223633,평지,270.0,5.9,0.6,1
29,35.794775,128.488339,49.7078475952148,평지,270.0,5.9,0.6,1
30,35.789656,128.487382,60.3017234802246,산림,793.0,5.9,0.6,1
31,35.787099,128.489485,104.654815673828,산림,793.0,5.9,0.6,1
32,35.787099,128.489485,104.654815673828,산림,793.0,5.9,0.6,1
33,35.787099,128.489485,104.654815673828,산림,793.0,5.9,0.6,1
34,36.195368,127.337787,232.85107421875,산림,627.0,5.8,0.3,1
35,35.790399,128.486939,55.9629669189453,산림,70.0,5.9,0.6,1
36,35.794581,128.488433,51.8648223876953,산림,270.0,5.9,0.6,1
37,35.794873,128.48846,48.1891136169434,평지,270.0,5.9,0.6,1
38,35.790125,128.487097,57.9250946044922,산림,793.0,5.9,0.6,1
39,35.794738,128.488433,48.9943084716797,평지,270.0,5.9,0.6,1
40,35.789064,128.488026,65.8922958374023,산림,793.0,5.9,0.6,1
41,35.794745,128.48849,50.4484214782715,산림,270.0,5.9,0.6,1
42,35.787099,128.489485,104.654815673828,산림,793.0,5.9,0.6,1
43,35.787099,128.489485,104.654815673828,산림,793.0,5.9,0.6,1
44,35.787099,128.489485,104.654815673828,산림,793.0,5.9,0.6,1
45,35.787099,128.489485,104.654815673828,산림,793.0,5.9,0.6,1
46,36.793744,126.256624,26.5663967132568,평지,487.0,6.1,0.6,1
47,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
48,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
49,35.785014,128.489192,126.878402709961,산림,793.0,5.9,0.6,1
50,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
51,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
52,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
53,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
54,35.787484,128.487743,84.3597793579102,산림,793.0,5.9,0.6,1
55,35.802976,128.499835,28.765645980835,평지,60.0,5.9,0.6,1
56,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
57,35.784457,128.48842,92.9450073242188,산림,793.0,5.9,0.6,1
58,36.616701,127.449852,57.2581634521484,산림,76.0,6.0,0.6,1
59,36.613878,127.461822,108.185859680176,산림,31.0,6.0,0.6,1
60,36.616412,127.449863,57.0075607299805,산림,37.0,6.0,0.6,1
61,36.748941,127.838607,137.968505859375,산림,296.0,6.0,0.3,1
62,35.600281,127.913318,588.286499023438,산림,404.0,5.7,0.2,1
63,36.615671,127.467539,93.0780410766602,산림,77.0,6.0,0.6,1
64,35.932399,127.206546,91.1927337646484,산림,47.0,6.0,0.4,1
65,36.616531,127.44962,56.9739952087402,산림,37.0,6.0,0.6,1
66,35.679687,127.888866,267.446258544922,산림,547.0,10.5,0.9,1
67,37.258323,128.480967,461.529693603516,산림,325.0,7.0,0.7,1
68,37.259086,128.479784,433.369384765625,산림,325.0,7.0,0.7,1
69,37.259167,128.48,434.428283691406,산림,325.0,7.0,0.7,1
70,37.258743,128.480284,443.679992675781,산림,325.0,7.0,0.7,1
71,37.258702,128.479883,445.12646484375,산림,325.0,7.0,0.7,1
72,35.868521,127.840341,1010.517578125,산림,2031.0,5.9,0.5,1
73,36.654028,127.040521,308.032318115234,산림,622.0,5.6,0.7,1
74,36.613765,127.46856,72.4622268676758,산림,33.0,6.0,0.6,1
75,36.615928,127.467547,96.7717361450195,산림,77.0,6.0,0.6,1
76,36.615911,127.467514,96.7613296508789,산림,77.0,6.0,0.6,1
77,36.616474,127.468208,97.325065612793,산림,64.0,6.0,0.6,1
78,36.615797,127.467596,94.555908203125,산림,77.0,6.0,0.6,1
79,37.199987,127.391673,108.850593566895,산림,119.0,6.3,1.6,1
80,36.796101,127.20842,485.483337402344,산림,185.0,6.2,1.3,1
81,36.646053,127.330089,53.2847442626953,산림,310.0,6.4,3.2,1
82,37.258333,128.479722,463.660980224609,산림,325.0,7.0,0.7,1
83,36.794145,127.225463,131.245162963867,산림,3433.0,6.2,1.3,1
84,36.794144,127.225464,131.245162963867,산림,3433.0,6.2,1.3,1
85,35.446389,128.971111,294.544738769531,산림,1484.0,5.6,0.4,1
86,37.258611,128.479722,449.60888671875,산림,325.0,7.0,0.7,1
87,35.598391,127.919574,683.879943847656,산림,506.0,5.8,0.3,1
88,37.259433,128.479336,418.977386474609,산림,325.0,7.0,0.7,1
89,36.501253,128.274022,55.7834396362305,산림,208.0,6.0,0.4,1
90,36.50077,128.275567,56.0458526611328,산림,302.0,6.0,0.4,1
91,36.459167,128.161667,87.2780227661133,산림,41.0,6.0,0.4,1
92,36.221727,127.342263,149.301330566406,산림,108.0,5.8,0.3,1
93,36.04,128.718611,366.177947998047,산림,720.0,6.5,0.6,1
94,36.040278,128.719167,366.041442871094,산림,720.0,6.5,0.6,1
95,36.04,128.718611,366.177947998047,산림,720.0,6.6,1.2,1
96,36.04,128.718611,366.177947998047,산림,720.0,6.6,1.2,1
97,36.04,128.718611,366.177947998047,산림,720.0,6.6,1.2,1
98,36.04,128.719167,368.707916259766,산림,720.0,6.6,1.2,1
99,36.615833,127.4675,95.6661224365234,산림,77.0,6.0,0.6,1
100,37.264272,128.474792,321.660491943359,산림,692.0,7.0,0.7,1
101,37.19649,129.320034,80.3716049194336,산림,291.0,5.9,0.3,1
102,37.196944,129.32,85.0901947021484,산림,256.0,5.9,0.3,1
103,37.194444,129.326111,54.347354888916,산림,552.0,5.9,0.3,1
104,37.196667,129.32,82.3376846313477,산림,256.0,5.9,0.3,1
105,36.399065,129.161682,336.585144042969,산림,1773.0,5.9,0.6,1
106,37.194444,129.326111,54.347354888916,산림,552.0,5.9,0.3,1
107,37.196111,129.32,76.9385757446289,산림,291.0,5.9,0.3,1
108,36.615839,127.467599,95.1298599243164,산림,77.0,6.0,0.6,1
109,36.615813,127.4676,94.6993942260742,산림,77.0,6.0,0.6,1
110,36.961652,128.33244,159.137252807617,산림,72.0,6.8,0.1,1
111,37.2625,128.476389,347.801452636719,산림,692.0,7.0,0.7,1
112,37.04213,128.264879,228.766540527344,산림,166.0,7.8,1.0,1
113,37.096833,128.404643,240.581771850586,산림,75.0,6.9,0.4,1
114,37.262229,128.476366,349.069366455078,산림,692.0,7.0,0.7,1
115,37.041848,128.267661,207.900375366211,산림,671.0,7.8,1.0,1
116,37.258863,128.480228,441.633605957031,산림,325.0,7.0,0.7,1
117,37.258368,128.480383,458.032073974609,산림,325.0,7.0,0.7,1
118,36.616018,127.463847,114.042510986328,산림,34.0,6.0,0.6,1
119,36.615833,127.466944,107.610511779785,산림,422.0,6.0,0.6,1
120,36.616111,127.4675,99.5175247192383,산림,77.0,6.0,0.6,1
121,36.614722,127.4675,80.4559326171875,산림,117.0,6.0,0.6,1
122,36.615556,127.469167,82.1233673095703,산림,117.0,6.0,0.6,1
123,36.616111,127.4675,99.5175247192383,산림,77.0,6.0,0.6,1
124,36.616389,127.470556,78.0063552856445,산림,83.0,6.0,0.6,1
125,36.616024,127.466292,117.230171203613,산림,422.0,6.0,0.6,1
126,36.716946,126.617775,206.292602539063,산림,431.0,5.9,0.4,1
0,36.6751,126.39601,30.86691284,평지,89.0,6.4,1.4,0
1,37.684412,126.711707,7.950007439,평지,177.0,6.6,2.5,0
2,34.213445,126.603084,46.21954727,평지,233.0,5.9,0.5,0
3,36.028128,128.848324,117.4330978,산림,55.0,6.5,0.6,0
4,35.95887,127.941049,344.8257751,산림,92.0,6.3,1.2,0
5,37.256322,126.934699,187.8312836,산림,462.0,5.5,1.6,0
6,37.786158,127.232819,155.4931183,산림,33.0,5.7,0.5,0
7,35.049738,127.366048,258.4317627,산림,524.0,5.7,0.3,0
8,36.950791,127.011991,16.75972557,평지,235.0,6.0,0.9,0
9,37.486753,126.834413,66.11521149,산림,82.0,6.7,2.0,0
10,36.236244,127.603791,178.3580322,산림,206.0,5.7,0.4,0
11,34.983325,128.269256,85.66382599,산림,421.0,5.8,0.8,0
12,36.899427,126.310022,12.15001392,평지,38.0,6.4,0.9,0
13,36.954501,126.481066,2.655232191,평지,279.0,6.2,1.6,0
14,36.585604,128.41046,88.32855988,산림,177.0,6.2,0.9,0
15,34.861153,126.053258,9.829258919,평지,49.0,6.3,6.8,0
16,37.216688,128.492344,417.3489685,산림,1108.0,6.6,0.5,0
17,35.345385,128.304174,23.48931503,평지,211.0,8.1,1.1,0
18,36.264224,127.290596,94.2257843,산림,367.0,5.9,0.7,0
19,35.51535,127.236808,272.8249817,산림,1059.0,5.8,0.4,0
20,36.260262,129.230512,387.6899414,산림,274.0,6.1,1.0,0
21,37.235304,126.596709,5.894752502,평지,50.0,6.1,2.4,0
22,35.979628,126.969063,6.217095852,평지,195.0,5.6,0.7,0
23,35.655771,128.962047,208.3839569,산림,47.0,5.5,0.4,0
24,36.681129,127.465194,42.91572571,평지,271.0,6.5,1.6,0
25,34.911826,128.118201,22.04110718,평지,553.0,5.8,0.4,0
26,35.994724,128.275263,85.37454987,산림,382.0,6.9,2.3,0
27,36.989216,127.815137,119.6399612,산림,247.0,6.0,0.8,0
28,35.917085,126.690183,7.58717823,평지,239.0,6.1,1.0,0
29,35.104947,126.538795,160.2823792,산림,1315.0,6.1,0.9,0
30,37.524232,126.914997,8.053922653,평지,462.0,7.0,0.8,0
31,35.240006,126.531015,46.26569748,평지,449.0,5.9,0.4,0
32,35.145436,126.432186,14.66692257,평지,174.0,6.3,1.2,0
33,36.596846,126.340435,25.91774559,평지,174.0,6.4,2.0,0
34,36.748921,127.437914,112.5871964,산림,550.0,6.5,1.6,0
35,33.265546,126.465805,175.958374,산림,47.0,6.4,2.0,0
36,36.432108,126.657155,144.7817841,산림,327.0,5.8,0.6,0
37,37.751761,127.859131,206.6623688,산림,129.0,5.8,0.6,0
38,34.569997,126.243035,15.23899364,평지,87.0,6.4,1.4,0
39,36.437816,128.229898,47.71882248,평지,352.0,6.4,1.4,0
40,36.419067,129.402674,167.6887207,산림,1417.0,6.0,0.4,0
41,36.919395,128.012161,137.167099,산림,765.0,6.1,0.5,0
42,34.768104,126.99255,181.3414459,산림,468.0,5.9,0.2,0
43,35.697213,128.976961,161.7771606,산림,18.0,5.5,0.4,0
44,36.284085,127.151204,35.30969238,평지,298.0,6.0,0.9,0
45,37.049889,128.220078,456.5942993,산림,1123.0,6.5,0.5,0
46,37.213345,126.857614,62.9140358,산림,105.0,6.0,1.9,0
47,37.158773,127.414907,232.6170197,산림,155.0,5.9,0.6,0
48,35.827979,129.192155,34.19994354,평지,107.0,5.9,0.6,0
49,36.785894,127.022708,16.9230938,평지,141.0,5.9,0.6,0
50,36.223361,127.030083,6.911836147,평지,550.0,5.8,1.3,0
51,34.520024,126.588968,18.8643055,평지,367.0,6.0,0.7,0
52,37.926018,127.17771,148.7915649,산림,60.0,5.9,0.7,0
53,35.781712,127.610995,461.2373047,산림,239.0,5.9,0.6,0
54,36.849776,127.062597,104.6399307,산림,13.0,6.0,0.9,0
55,37.977289,126.913868,25.40518379,평지,96.0,6.2,1.4,0
56,35.782861,128.356874,47.00016403,평지,371.0,6.2,1.3,0
57,35.225068,128.043249,27.41653252,평지,49.0,5.8,0.8,0
58,36.235868,127.633476,121.9878006,산림,9.0,5.7,0.4,0
59,34.79009,127.349398,1.749979019,평지,248.0,6.3,1.0,0
60,35.453514,127.598392,447.4077759,산림,245.0,5.5,1.4,0
61,36.915495,127.31822,199.7607422,산림,120.0,5.8,0.5,0
62,36.621547,128.160914,129.0343018,산림,293.0,5.8,0.5,0
63,35.698272,126.714063,9.702819824,평지,140.0,6.0,0.5,0
64,35.330567,127.227501,67.25,산림,213.0,5.8,1.6,0
65,35.128282,128.49131,153.5377502,산림,905.0,5.7,0.3,0
66,37.063236,127.064393,42.40712738,평지,133.0,5.8,1.6,0
67,36.524848,129.403628,58.07383347,산림,636.0,5.9,0.4,0
68,36.23477,127.834884,129.1019287,산림,514.0,6.0,0.4,0
69,35.029323,127.88771,16.48154831,평지,227.0,6.3,0.8,0
70,36.566197,126.739635,90.55890656,산림,99.0,6.3,0.8,0
71,34.364768,126.545344,39.67918777,평지,212.0,6.3,0.6,0
72,34.854263,127.819981,46.56723022,평지,116.0,5.9,0.6,0
73,35.235811,128.449008,226.4076538,산림,1045.0,6.0,0.6,0
74,36.757629,128.447259,179.8213348,산림,325.0,6.5,0.2,0
75,36.469049,127.546434,183.614624,산림,3589.0,6.2,0.7,0
76,37.709919,126.587225,26.43951416,평지,267.0,6.3,1.0,0
77,35.249757,129.087605,56.99841309,산림,99.0,6.4,0.7,0
78,35.72942,127.976272,395.1463623,산림,706.0,5.8,0.5,0
79,35.358203,126.770075,95.1313324,산림,880.0,5.9,0.3,0
80,33.429224,126.487506,469.9578857,산림,1434.0,5.9,0.3,0
81,36.668858,127.894969,326.1210022,산림,982.0,5.6,0.5,0
82,34.559093,126.270522,2.0,평지,385.0,6.4,1.4,0
83,36.377637,127.957749,253.2285461,산림,84.0,7.2,1.3,0
84,34.759929,126.473735,11.44895267,평지,23.0,6.2,1.2,0
85,35.675837,128.894922,106.3834076,산림,51.0,5.6,0.2,0
86,35.857748,128.484973,68.20220947,산림,217.0,5.3,0.3,0
87,37.699183,128.193688,317.243103,산림,412.0,5.8,1.2,0
88,37.86496,127.007489,85.97727203,산림,68.0,6.5,1.9,0
89,35.868479,127.38054,346.6857605,산림,266.0,5.7,0.6,0
90,36.747731,127.098912,33.05399323,평지,58.0,6.1,1.4,0
91,37.249759,126.725833,4.247344017,평지,1246.0,6.2,1.8,0
92,35.129436,128.091103,17.03713799,평지,166.0,5.8,0.8,0
93,35.710926,129.075308,308.9743042,산림,135.0,5.6,0.7,0
94,36.914829,128.797304,286.9638367,산림,268.0,6.0,0.2,0
95,37.412178,127.145705,62.31979752,산림,58.0,6.4,1.3,0
96,37.805073,126.431705,12.00784206,평지,160.0,5.8,0.9,0
97,36.350544,128.85657,354.683197,산림,910.0,6.5,0.4,0
98,35.83774,129.440938,128.6782837,산림,67.0,5.8,0.6,0
99,35.776134,128.141368,324.8498535,산림,28.0,6.9,0.8,0
100,36.265426,128.15072,134.8935394,산림,159.0,6.3,0.8,0
101,36.174198,126.891002,21.75487709,평지,112.0,5.2,0.9,0
102,35.149123,127.708817,21.93543243,평지,205.0,5.8,0.4,0
103,36.065818,126.896883,118.7262268,산림,1116.0,5.6,0.7,0
104,36.71042,127.622812,251.1947479,산림,677.0,5.9,0.3,0
105,37.433766,127.241239,78.1647644,산림,60.0,5.9,0.3,0
106,36.669654,127.868789,228.4021912,산림,84.0,5.6,0.5,0
107,35.768482,126.703339,4.0,평지,397.0,6.1,1.0,0
108,36.346815,128.437146,50.36333084,산림,542.0,6.3,0.3,0
109,36.2519,128.96213,300.2992249,산림,12.0,5.8,0.5,0
110,37.46219,126.900168,26.17157936,평지,99.0,7.4,2.1,0
111,35.160382,127.550679,104.1031952,산림,33.0,5.6,0.5,0
112,36.403108,127.097678,67.39177704,산림,143.0,5.6,0.5,0
113,36.894774,128.238842,304.2147217,산림,467.0,6.7,0.7,0
114,34.921827,126.527101,9.123425484,평지,118.0,6.7,0.7,0
115,36.514576,126.712627,80.94152832,산림,267.0,6.2,1.7,0
116,37.007217,127.362121,80.62850952,산림,258.0,5.7,0.7,0
117,35.628872,126.947401,17.38435364,평지,327.0,6.0,0.5,0
118,37.005412,126.911172,11.13178349,평지,28.0,6.1,1.2,0
119,36.936128,128.941924,400.4075623,산림,96.0,6.0,0.7,0
120,37.679153,127.867792,185.9799652,산림,351.0,5.8,0.4,0
121,36.50291,128.101006,170.2585144,산림,27.0,6.3,0.9,0
122,37.236774,126.92059,37.35923767,평지,579.0,4.4,1.0,0
123,34.730469,126.508912,10.20597744,평지,101.0,6.2,1.2,0
124,36.182796,128.129633,73.02179718,산림,150.0,6.2,1.1,0
125,36.095224,127.425345,356.4229126,산림,1072.0,5.6,0.4,0
126,37.435421,129.164924,11.50119495,평지,19.0,5.6,0.4,0
127,37.23623,128.345725,285.4155884,산림,1004.0,7.1,0.8,0
128,34.936391,127.249477,203.2890625,산림,106.0,5.6,0.4,0
129,35.590181,127.631788,442.3526306,산림,295.0,5.7,0.5,0
130,36.948591,128.311765,320.5847778,산림,490.0,6.8,0.1,0
131,36.234425,126.723547,155.3760529,산림,459.0,5.7,1.0,0
132,36.057762,126.663656,23.0528183,평지,21.0,5.9,0.5,0
133,35.138603,126.89128,39.94701385,평지,50.0,5.5,68.5,0
134,36.857685,126.444363,65.05384827,산림,225.0,6.2,1.2,0
135,35.514009,128.007839,437.7042236,산림,467.0,5.9,0.5,0
136,35.273492,128.007572,138.2205963,산림,316.0,5.8,0.8,0
137,37.107812,127.916773,233.6000061,산림,363.0,6.2,0.7,0
138,35.540766,128.386097,88.35995483,산림,73.0,5.5,1.0,0
139,36.654105,126.797237,94.52792358,산림,70.0,6.1,0.6,0
140,34.783418,126.296174,18.02278328,평지,897.0,6.0,0.3,0
141,36.698538,127.40202,73.02558136,산림,134.0,6.1,1.4,0
142,35.307403,126.551067,15.14291573,평지,273.0,6.0,0.5,0
143,35.932948,128.157352,328.6024475,산림,715.0,6.6,0.9,0
144,37.865716,128.756084,287.5634155,산림,1076.0,5.7,0.9,0
145,36.280486,128.478791,100.742485,산림,796.0,6.2,0.2,0
146,36.376887,128.362775,106.2432861,산림,285.0,6.3,0.5,0
147,36.290646,127.350118,125.8924484,산림,779.0,5.8,0.3,0
148,35.024168,127.50016,71.18094635,산림,87.0,5.4,0.4,0
149,36.296548,129.143577,378.7236938,산림,296.0,5.8,0.5,0
150,36.844951,127.666726,142.254837,산림,66.0,5.7,0.2,0
151,36.921015,127.334834,232.9537659,산림,217.0,5.8,0.5,0
152,34.734628,126.018017,14.48374557,평지,195.0,6.3,1.4,0
153,35.781529,128.700968,226.8032837,산림,1634.0,5.7,1.0,0
154,37.942104,127.168445,257.5514526,산림,779.0,5.9,0.7,0
155,36.345427,128.420162,64.15467072,산림,321.0,6.3,0.3,0
156,37.788816,126.452725,4.743670464,평지,207.0,6.0,1.0,0
157,37.720206,126.942755,88.76695251,산림,79.0,6.3,0.9,0
158,34.842037,126.599908,10.69916248,평지,181.0,6.6,0.9,0
159,36.302564,128.083513,86.92577362,산림,527.0,6.3,0.9,0
160,37.052832,127.839403,148.5732422,산림,544.0,6.0,0.6,0
161,36.300593,126.843986,46.75719833,평지,196.0,5.7,1.2,0
162,37.728947,126.541615,30.79660416,평지,296.0,6.1,1.5,0
163,36.863991,127.213274,110.6071014,산림,164.0,6.1,0.9,0
164,35.765968,126.973332,9.978826523,평지,159.0,5.8,0.7,0
165,37.491793,128.019768,137.7375641,산림,213.0,5.8,0.6,0
166,36.903337,126.976381,7.281373978,평지,150.0,6.1,1.2,0
167,37.621284,127.665306,169.0801392,산림,287.0,5.8,0.5,0
168,37.180872,126.789637,8.445429802,평지,143.0,5.9,1.4,0
169,36.003422,128.793334,140.6873932,산림,91.0,6.1,0.6,0
170,34.821791,126.433989,3.26906085,평지,394.0,6.0,0.3,0
171,35.781251,129.280526,73.73322296,산림,194.0,6.0,0.9,0
172,35.162425,128.309371,30.25517654,평지,141.0,5.9,0.8,0
173,37.677133,126.691828,6.479284286,평지,474.0,6.6,2.5,0
174,34.573684,126.444715,34.82434464,평지,2391.0,6.8,1.8,0
175,36.539559,127.911831,342.9270935,산림,177.0,6.3,1.1,0
